TCP,EEBO,VID,STC,Status,main_author,field of work,movement,lifestyle,owner of,notable work,influenced by,British Museum person or institution ID,Oxford Dictionary of National Biography ID,WomenWriters ID,cause of death,country of citizenship,employer,ethnic group,image,member of,native language,occupation,place of burial,political party,position held,religion,sex or gender,spouse,unmarried partner,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author_original,Number of authors,Date,Title,Terms,Pages,Source
K113598.002,,,,Free,Oliver Goldsmith,,,,,The Vicar of Wakefield,,29286,10924,70675cb4-21a6-457f-beef-8530dbdc7ed6,kidney failure,"Kingdom of Ireland, Ireland, United Kingdom",,Irish people,Oliver Goldsmith by Sir Joshua Reynolds.jpg,,English,"physician, physician writer, poet, playwright, literary critic, novelist, writer, essayist, polygraph, dramaturge, theatrical producer",Temple Church,,,,male,,,Oliver Goldsmith,,,,,,"Goldsmith, Oliver, 1730?-1774.",1,1771,The history of England: from the earliest times to the death of George II. By Dr. Goldsmith. ...,,450,
K113598.003,,,,Free,Oliver Goldsmith,,,,,The Vicar of Wakefield,,29286,10924,70675cb4-21a6-457f-beef-8530dbdc7ed6,kidney failure,"Kingdom of Ireland, Ireland, United Kingdom",,Irish people,Oliver Goldsmith by Sir Joshua Reynolds.jpg,,English,"physician, physician writer, poet, playwright, literary critic, novelist, writer, essayist, polygraph, dramaturge, theatrical producer",Temple Church,,,,male,,,Oliver Goldsmith,,,,,,"Goldsmith, Oliver, 1730?-1774.",1,1771,The history of England: from the earliest times to the death of George II. By Dr. Goldsmith. ...,,478,
K113598.004,,,,Free,Oliver Goldsmith,,,,,The Vicar of Wakefield,,29286,10924,70675cb4-21a6-457f-beef-8530dbdc7ed6,kidney failure,"Kingdom of Ireland, Ireland, United Kingdom",,Irish people,Oliver Goldsmith by Sir Joshua Reynolds.jpg,,English,"physician, physician writer, poet, playwright, literary critic, novelist, writer, essayist, polygraph, dramaturge, theatrical producer",Temple Church,,,,male,,,Oliver Goldsmith,,,,,,"Goldsmith, Oliver, 1730?-1774.",1,1771,The history of England: from the earliest times to the death of George II. By Dr. Goldsmith. ...,,437,
K113606.001,,,,Free,Oliver Goldsmith,,,,,The Vicar of Wakefield,,29286,10924,70675cb4-21a6-457f-beef-8530dbdc7ed6,kidney failure,"Kingdom of Ireland, Ireland, United Kingdom",,Irish people,Oliver Goldsmith by Sir Joshua Reynolds.jpg,,English,"physician, physician writer, poet, playwright, literary critic, novelist, writer, essayist, polygraph, dramaturge, theatrical producer",Temple Church,,,,male,,,Oliver Goldsmith,,,,,,"Goldsmith, Oliver, 1730?-1774.",1,1774,An history of the earth: and animated nature: by Oliver Goldsmith. In eight volumes. ...,,424,
K113606.002,,,,Free,Oliver Goldsmith,,,,,The Vicar of Wakefield,,29286,10924,70675cb4-21a6-457f-beef-8530dbdc7ed6,kidney failure,"Kingdom of Ireland, Ireland, United Kingdom",,Irish people,Oliver Goldsmith by Sir Joshua Reynolds.jpg,,English,"physician, physician writer, poet, playwright, literary critic, novelist, writer, essayist, polygraph, dramaturge, theatrical producer",Temple Church,,,,male,,,Oliver Goldsmith,,,,,,"Goldsmith, Oliver, 1730?-1774.",1,1774,An history of the earth: and animated nature: by Oliver Goldsmith. In eight volumes. ...,,404,
K113606.003,,,,Free,Oliver Goldsmith,,,,,The Vicar of Wakefield,,29286,10924,70675cb4-21a6-457f-beef-8530dbdc7ed6,kidney failure,"Kingdom of Ireland, Ireland, United Kingdom",,Irish people,Oliver Goldsmith by Sir Joshua Reynolds.jpg,,English,"physician, physician writer, poet, playwright, literary critic, novelist, writer, essayist, polygraph, dramaturge, theatrical producer",Temple Church,,,,male,,,Oliver Goldsmith,,,,,,"Goldsmith, Oliver, 1730?-1774.",1,1774,An history of the earth: and animated nature: by Oliver Goldsmith. In eight volumes. ...,,403,
K113606.004,,,,Free,Oliver Goldsmith,,,,,The Vicar of Wakefield,,29286,10924,70675cb4-21a6-457f-beef-8530dbdc7ed6,kidney failure,"Kingdom of Ireland, Ireland, United Kingdom",,Irish people,Oliver Goldsmith by Sir Joshua Reynolds.jpg,,English,"physician, physician writer, poet, playwright, literary critic, novelist, writer, essayist, polygraph, dramaturge, theatrical producer",Temple Church,,,,male,,,Oliver Goldsmith,,,,,,"Goldsmith, Oliver, 1730?-1774.",1,1774,An history of the earth: and animated nature: by Oliver Goldsmith. In eight volumes. ...,,400,
K113606.005,,,,Free,Oliver Goldsmith,,,,,The Vicar of Wakefield,,29286,10924,70675cb4-21a6-457f-beef-8530dbdc7ed6,kidney failure,"Kingdom of Ireland, Ireland, United Kingdom",,Irish people,Oliver Goldsmith by Sir Joshua Reynolds.jpg,,English,"physician, physician writer, poet, playwright, literary critic, novelist, writer, essayist, polygraph, dramaturge, theatrical producer",Temple Church,,,,male,,,Oliver Goldsmith,,,,,,"Goldsmith, Oliver, 1730?-1774.",1,1774,An history of the earth: and animated nature: by Oliver Goldsmith. In eight volumes. ...,,414,
K113606.006,,,,Free,Oliver Goldsmith,,,,,The Vicar of Wakefield,,29286,10924,70675cb4-21a6-457f-beef-8530dbdc7ed6,kidney failure,"Kingdom of Ireland, Ireland, United Kingdom",,Irish people,Oliver Goldsmith by Sir Joshua Reynolds.jpg,,English,"physician, physician writer, poet, playwright, literary critic, novelist, writer, essayist, polygraph, dramaturge, theatrical producer",Temple Church,,,,male,,,Oliver Goldsmith,,,,,,"Goldsmith, Oliver, 1730?-1774.",1,1774,An history of the earth: and animated nature: by Oliver Goldsmith. In eight volumes. ...,,391,
K113606.007,,,,Free,Oliver Goldsmith,,,,,The Vicar of Wakefield,,29286,10924,70675cb4-21a6-457f-beef-8530dbdc7ed6,kidney failure,"Kingdom of Ireland, Ireland, United Kingdom",,Irish people,Oliver Goldsmith by Sir Joshua Reynolds.jpg,,English,"physician, physician writer, poet, playwright, literary critic, novelist, writer, essayist, polygraph, dramaturge, theatrical producer",Temple Church,,,,male,,,Oliver Goldsmith,,,,,,"Goldsmith, Oliver, 1730?-1774.",1,1774,An history of the earth: and animated nature: by Oliver Goldsmith. In eight volumes. ...,,365,
K113606.008,,,,Free,Oliver Goldsmith,,,,,The Vicar of Wakefield,,29286,10924,70675cb4-21a6-457f-beef-8530dbdc7ed6,kidney failure,"Kingdom of Ireland, Ireland, United Kingdom",,Irish people,Oliver Goldsmith by Sir Joshua Reynolds.jpg,,English,"physician, physician writer, poet, playwright, literary critic, novelist, writer, essayist, polygraph, dramaturge, theatrical producer",Temple Church,,,,male,,,Oliver Goldsmith,,,,,,"Goldsmith, Oliver, 1730?-1774.",1,1774,An history of the earth: and animated nature: by Oliver Goldsmith. In eight volumes. ...,,533,
K113610.001,,,,Free,Oliver Goldsmith,,,,,The Vicar of Wakefield,,29286,10924,70675cb4-21a6-457f-beef-8530dbdc7ed6,kidney failure,"Kingdom of Ireland, Ireland, United Kingdom",,Irish people,Oliver Goldsmith by Sir Joshua Reynolds.jpg,,English,"physician, physician writer, poet, playwright, literary critic, novelist, writer, essayist, polygraph, dramaturge, theatrical producer",Temple Church,,,,male,,,Oliver Goldsmith,,,,,,"Goldsmith, Oliver, 1730?-1774.",1,1764,"An history of England, in a series of letters from a nobleman to his son.",,312,
K113610.002,,,,Free,Oliver Goldsmith,,,,,The Vicar of Wakefield,,29286,10924,70675cb4-21a6-457f-beef-8530dbdc7ed6,kidney failure,"Kingdom of Ireland, Ireland, United Kingdom",,Irish people,Oliver Goldsmith by Sir Joshua Reynolds.jpg,,English,"physician, physician writer, poet, playwright, literary critic, novelist, writer, essayist, polygraph, dramaturge, theatrical producer",Temple Church,,,,male,,,Oliver Goldsmith,,,,,,"Goldsmith, Oliver, 1730?-1774.",1,1764,"An history of England, in a series of letters from a nobleman to his son.",,289,
K113620.000,,,,Free,Oliver Goldsmith,,,,,The Vicar of Wakefield,,29286,10924,70675cb4-21a6-457f-beef-8530dbdc7ed6,kidney failure,"Kingdom of Ireland, Ireland, United Kingdom",,Irish people,Oliver Goldsmith by Sir Joshua Reynolds.jpg,,English,"physician, physician writer, poet, playwright, literary critic, novelist, writer, essayist, polygraph, dramaturge, theatrical producer",Temple Church,,,,male,,,Oliver Goldsmith,,,,,,"Goldsmith, Oliver, 1730?-1774.",1,1770,"The life of Henry St. John, Lord Viscount Bolingbroke",,115,
K113622.000,,,,Free,Oliver Goldsmith,,,,,The Vicar of Wakefield,,29286,10924,70675cb4-21a6-457f-beef-8530dbdc7ed6,kidney failure,"Kingdom of Ireland, Ireland, United Kingdom",,Irish people,Oliver Goldsmith by Sir Joshua Reynolds.jpg,,English,"physician, physician writer, poet, playwright, literary critic, novelist, writer, essayist, polygraph, dramaturge, theatrical producer",Temple Church,,,,male,,,Oliver Goldsmith,,,,,,"Goldsmith, Oliver, 1730?-1774.",1,1762,"The life of Richard Nash: of Bath, Esquire; extracted principally from his original papers.",,246,
K113624.000,,,,Free,Oliver Goldsmith,,,,,The Vicar of Wakefield,,29286,10924,70675cb4-21a6-457f-beef-8530dbdc7ed6,kidney failure,"Kingdom of Ireland, Ireland, United Kingdom",,Irish people,Oliver Goldsmith by Sir Joshua Reynolds.jpg,,English,"physician, physician writer, poet, playwright, literary critic, novelist, writer, essayist, polygraph, dramaturge, theatrical producer",Temple Church,,,,male,,,Oliver Goldsmith,,,,,,"Goldsmith, Oliver, 1730?-1774.",1,1775,"The miscellaneous works of Oliver Goldsmith, M.B. Containing all his essays and poems",,197,
K113633.002,,,,Free,Oliver Goldsmith,,,,,The Vicar of Wakefield,,29286,10924,70675cb4-21a6-457f-beef-8530dbdc7ed6,kidney failure,"Kingdom of Ireland, Ireland, United Kingdom",,Irish people,Oliver Goldsmith by Sir Joshua Reynolds.jpg,,English,"physician, physician writer, poet, playwright, literary critic, novelist, writer, essayist, polygraph, dramaturge, theatrical producer",Temple Church,,,,male,,,Oliver Goldsmith,,,,,,"Goldsmith, Oliver, 1730?-1774.",1,1780,"The poetical and dramatic works of Oliver Goldsmith, M. B. Now first collected. With an account of the life and writings of the author. In two volumes",,275,
K113639.000,,,,Free,Oliver Goldsmith,,,,,The Vicar of Wakefield,,29286,10924,70675cb4-21a6-457f-beef-8530dbdc7ed6,kidney failure,"Kingdom of Ireland, Ireland, United Kingdom",,Irish people,Oliver Goldsmith by Sir Joshua Reynolds.jpg,,English,"physician, physician writer, poet, playwright, literary critic, novelist, writer, essayist, polygraph, dramaturge, theatrical producer",Temple Church,,,,male,,,Oliver Goldsmith,,,,,,"Goldsmith, Oliver, 1730?-1774.",1,1763,"The martial review: or, a general history of the late wars; together with the definitive treaty, and some reflections on the probable consequences of the peace.",,247,
K113641.001,,,,Free,Oliver Goldsmith,,,,,The Vicar of Wakefield,,29286,10924,70675cb4-21a6-457f-beef-8530dbdc7ed6,kidney failure,"Kingdom of Ireland, Ireland, United Kingdom",,Irish people,Oliver Goldsmith by Sir Joshua Reynolds.jpg,,English,"physician, physician writer, poet, playwright, literary critic, novelist, writer, essayist, polygraph, dramaturge, theatrical producer",Temple Church,,,,male,,,Oliver Goldsmith,,,,,,"Goldsmith, Oliver, 1730?-1774.",1,1769,"The Roman history: from the foundation of the city of Rome, to the destruction of the western Empire. By Dr. Goldsmith. In two volumes.",,512,
K113641.002,,,,Free,Oliver Goldsmith,,,,,The Vicar of Wakefield,,29286,10924,70675cb4-21a6-457f-beef-8530dbdc7ed6,kidney failure,"Kingdom of Ireland, Ireland, United Kingdom",,Irish people,Oliver Goldsmith by Sir Joshua Reynolds.jpg,,English,"physician, physician writer, poet, playwright, literary critic, novelist, writer, essayist, polygraph, dramaturge, theatrical producer",Temple Church,,,,male,,,Oliver Goldsmith,,,,,,"Goldsmith, Oliver, 1730?-1774.",1,1769,"The Roman history: from the foundation of the city of Rome, to the destruction of the western Empire. By Dr. Goldsmith. In two volumes.",,518,
K113646.000,,,,Free,Oliver Goldsmith,,,,,The Vicar of Wakefield,,29286,10924,70675cb4-21a6-457f-beef-8530dbdc7ed6,kidney failure,"Kingdom of Ireland, Ireland, United Kingdom",,Irish people,Oliver Goldsmith by Sir Joshua Reynolds.jpg,,English,"physician, physician writer, poet, playwright, literary critic, novelist, writer, essayist, polygraph, dramaturge, theatrical producer",Temple Church,,,,male,,,Oliver Goldsmith,,,,,,"Goldsmith, Oliver, 1730?-1774.",1,1765,"The traveller: or a prospect of society. A poem. Inscribed to the Rev. Mr. Henry Goldsmith. By Oliver Goldsmith, M.B.",,30,
K113660.001,,,,Free,Oliver Goldsmith,,,,,The Vicar of Wakefield,,29286,10924,70675cb4-21a6-457f-beef-8530dbdc7ed6,kidney failure,"Kingdom of Ireland, Ireland, United Kingdom",,Irish people,Oliver Goldsmith by Sir Joshua Reynolds.jpg,,English,"physician, physician writer, poet, playwright, literary critic, novelist, writer, essayist, polygraph, dramaturge, theatrical producer",Temple Church,,,,male,,,Oliver Goldsmith,,,,,,"Goldsmith, Oliver, 1730?-1774.",1,1766,The vicar of Wakefield: a tale. Supposed to be written by himself. ...,,210,
K113660.002,,,,Free,Oliver Goldsmith,,,,,The Vicar of Wakefield,,29286,10924,70675cb4-21a6-457f-beef-8530dbdc7ed6,kidney failure,"Kingdom of Ireland, Ireland, United Kingdom",,Irish people,Oliver Goldsmith by Sir Joshua Reynolds.jpg,,English,"physician, physician writer, poet, playwright, literary critic, novelist, writer, essayist, polygraph, dramaturge, theatrical producer",Temple Church,,,,male,,,Oliver Goldsmith,,,,,,"Goldsmith, Oliver, 1730?-1774.",1,1766,The vicar of Wakefield: a tale. Supposed to be written by himself. ...,,215,
K113867.000,,,,Free,William Congreve,,,,,,,67570,6069,,,Great Britain,,,"William Congreve by Sir Godfrey Kneller, Bt.jpg",,,"playwright, poet, writer, translator, engineer, librettist",Westminster Abbey,,,,male,"Henrietta Godolphin, 2nd Duchess of Marlborough",,William Congreve,,,,,,"Congreve, William, 1670-1729.",1,1720,An impossible thing. A tale,,18,
K113914.000,,,,Free,Charles Dibdin,,,,,,,25210,7585,77ef5827-0568-4523-8a04-9284f4aee0b4,,United Kingdom of Great Britain and Ireland,,English people,Charles Dibdin by Thomas Phillips.jpg,,,"singer-songwriter, playwright, composer, writer, stage actor, singer",Winchester Cathedral,,,,male,Anne Maria Wylde,Harriet Pitt,Charles Dibdin,,,,,,"Dibdin, Charles, 1745-1814.",1,1788,The musical tour of Mr. Dibdin: in which ... previous to his embarkation for India ... he finished his career as a public character.,,477,
K113915.001,,,,Free,John Gabriel Stedman,,,,,,,166089,26340,,,"Netherlands, Great Britain",,,Bartolozzi - John Gabriel Stedman.jpg,,,"botanist, slave hunter, writer, military officer, slave holder",,,,,male,,,John Gabriel Stedman,,,,,,"Stedman, John Gabriel, 1744-1797.",1,1796,"Narrative, of a five years' expedition; against the revolted negroes of Surinam: in Guiana, on the wild coast of South America; from the year 1772, to 1777: ... By Captn. J. G. Stedman. illustrated with 80 elegant engravings, ...",,410,
K113915.002,,,,Free,John Gabriel Stedman,,,,,,,166089,26340,,,"Netherlands, Great Britain",,,Bartolozzi - John Gabriel Stedman.jpg,,,"botanist, slave hunter, writer, military officer, slave holder",,,,,male,,,John Gabriel Stedman,,,,,,"Stedman, John Gabriel, 1744-1797.",1,1796,"Narrative, of a five years' expedition; against the revolted negroes of Surinam: in Guiana, on the wild coast of South America; from the year 1772, to 1777: ... By Captn. J. G. Stedman. illustrated with 80 elegant engravings, ...",,385,
K113928.000,,,,Free,Joseph Ritson,,,,,"Ancient Songs, from the Time of King Henry the Third, to the Revolution",,43756,23685,,,"United Kingdom of Great Britain and Ireland, Great Britain",,,James Ritson.jpg,,,"musicologist, literary critic, children's writer, collector of fairy tales",,,,,male,,,Joseph Ritson,,,,,,"Ritson, Joseph, 1752-1803.",1,1782,Observations on the three first volumes of the History of English Poetry. In a familiar letter to the author,,51,
K113931.000,,,,Free,"Harper, Andrew, d. 1790.",,,,,,,,,,,,,,,,,,,,,,male,,,"Harper, Andrew, d. 1790.",,,,,,"Harper, Andrew, d. 1790.",1,1785,"The economy of health: or, a medical essay: containing new and familiar instructions for the attainment of health, happiness and longevity: in which the nature of the human mind is accurately investigated, ... By Andrew Harper, ...",,81,
K113952.001,,,,Free,Francis Fawkes,,,,,,,,9229,,,England,,,,,,"poet, translator",,,,Anglicanism,male,,,Francis Fawkes,William Woty,,,,,"Fawkes, Francis, 1720-1777.; Woty, William, 1731?-1791.",2,1763,"The poetical calendar: Containing a collection of scarce and valuable pieces of poetry: ... by the most eminent hands. Intended as a supplement to Mr. Dodsley's collection. Written and selected by Francis Fawkes, M. A. and William Woty. In twelve volumes.",,126,
K113952.002,,,,Free,Francis Fawkes,,,,,,,,9229,,,England,,,,,,"poet, translator",,,,Anglicanism,male,,,Francis Fawkes,William Woty,,,,,"Fawkes, Francis, 1720-1777.; Woty, William, 1731?-1791.",2,1763,"The poetical calendar: Containing a collection of scarce and valuable pieces of poetry: ... by the most eminent hands. Intended as a supplement to Mr. Dodsley's collection. Written and selected by Francis Fawkes, M. A. and William Woty. In twelve volumes.",,126,
