DocName,FileName,EEBO,VID,STC,Status,main_author,field of work,movement,lifestyle,owner of,notable work,influenced by,British Museum person or institution ID,Oxford Dictionary of National Biography ID,WomenWriters ID,cause of death,country of citizenship,employer,ethnic group,image,member of,native language,occupation,place of burial,political party,position held,religion,sex or gender,spouse,unmarried partner,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author_original,Number of authors,Date,Title,Terms,Pages,Source,total_words,discrete_count,variance
K008295.003,K008295.003.txt,,,,Free,Samuel Johnson,,,,Hodge,A Dictionary of the English Language,,72656,14918.0,,surgical complications,Great Britain,,,Samuel Johnson by Joshua Reynolds.jpg,,English,"lexicographer, linguist, poet, literary historian, writer, teacher, literary critic, biographer, essayist, politician, translator, bookseller",Westminster Abbey,Tories,,Anglicanism,male,Elizabeth Porter,,Samuel Johnson,,,,,,"Johnson, Samuel, 1709-1784.",1.0,1752.0,The Rambler.,,279.0,,45619,7077,0.1551327297836428
K008295.004,K008295.004.txt,,,,Free,Samuel Johnson,,,,Hodge,A Dictionary of the English Language,,72656,14918.0,,surgical complications,Great Britain,,,Samuel Johnson by Joshua Reynolds.jpg,,English,"lexicographer, linguist, poet, literary historian, writer, teacher, literary critic, biographer, essayist, politician, translator, bookseller",Westminster Abbey,Tories,,Anglicanism,male,Elizabeth Porter,,Samuel Johnson,,,,,,"Johnson, Samuel, 1709-1784.",1.0,1752.0,The Rambler.,,325.0,,56145,7532,0.13415264048445988
K008295.005,K008295.005.txt,,,,Free,Samuel Johnson,,,,Hodge,A Dictionary of the English Language,,72656,14918.0,,surgical complications,Great Britain,,,Samuel Johnson by Joshua Reynolds.jpg,,English,"lexicographer, linguist, poet, literary historian, writer, teacher, literary critic, biographer, essayist, politician, translator, bookseller",Westminster Abbey,Tories,,Anglicanism,male,Elizabeth Porter,,Samuel Johnson,,,,,,"Johnson, Samuel, 1709-1784.",1.0,1752.0,The Rambler.,,312.0,,52937,7326,0.13839091750571433
K008295.006,K008295.006.txt,,,,Free,Samuel Johnson,,,,Hodge,A Dictionary of the English Language,,72656,14918.0,,surgical complications,Great Britain,,,Samuel Johnson by Joshua Reynolds.jpg,,English,"lexicographer, linguist, poet, literary historian, writer, teacher, literary critic, biographer, essayist, politician, translator, bookseller",Westminster Abbey,Tories,,Anglicanism,male,Elizabeth Porter,,Samuel Johnson,,,,,,"Johnson, Samuel, 1709-1784.",1.0,1752.0,The Rambler.,,337.0,,59498,8068,0.13560119667887996
K008334.000,K008334.000.txt,,,,Free,"Page, John, fl. 1733-1763.",,,,,,,,,,,,,,,,,,,,,,male,,,"Page, John, fl. 1733-1763.",,,,,,"Page, John, fl. 1733-1763.",1.0,1763.0,"Receipts for preparing and compounding the principal medicines made use of by the late Mr. Ward: Together with an introduction, &c. By John Page, ...",,34.0,,9385,1701,0.18124667021843366
K008390.000,K008390.000.txt,,,,Free,Hannah More,"poetry, essay",,,,Thoughts on the Importance of the Manners of the Great to General Society,,39360,19179.0,1bba70db-d114-4950-bea0-234faf6235bc,,"United Kingdom of Great Britain and Ireland, Great Britain",,,HannahMore.jpg,Blue Stockings Society,,"writer, poet, essayist, philanthropist, abolitionist",Somerset,,,Anglicanism,female,,,Hannah More,,,,,,"More, Hannah, 1745-1833.",1.0,1799.0,'It Is all for the best,,16.0,,4641,1107,0.2385261797026503
K008430.000,K008430.000.txt,,,,Free,"Brown, Charles, fl. 1797-1799.",,,,,,,,,,,,,,,,,,,,,,male,,,"Brown, Charles, fl. 1797-1799.",,,,,,"Brown, Charles, fl. 1797-1799.",1.0,1798.0,A treatise on scrophulous diseases: showing the good effects of factitious airs: ... By Charles Brown.,,164.0,,23901,4801,0.2008702564746245
K008503.000,K008503.000.txt,,,,Free,Oliver Goldsmith,,,,,The Vicar of Wakefield,,29286,10924.0,70675cb4-21a6-457f-beef-8530dbdc7ed6,kidney failure,"Kingdom of Ireland, Ireland, United Kingdom",,Irish people,Oliver Goldsmith by Sir Joshua Reynolds.jpg,,English,"physician, physician writer, poet, playwright, literary critic, novelist, writer, essayist, polygraph, dramaturge, theatrical producer",Temple Church,,,,male,,,Oliver Goldsmith,,,,,,"Goldsmith, Oliver, 1730?-1774.",1.0,1774.0,Retaliation: a poem: By Doctor Goldsmith. Including epitaphs on the most distinguished wits of this metropolis.,,20.0,,2242,868,0.3871543264942016
K008591.000,K008591.000.txt,,,,Free,David Garrick,,,,,,,28452,10408.0,,,Great Britain,,,Kauffman-Garrick.jpg,,,"playwright, theatrical producer, writer, screenwriter, stage actor, actor",Poets' Corner,,,,male,Eva Marie Veigel,,David Garrick,,,,,,"Garrick, David, 1717-1779.",1.0,1797.0,"To Mr. Gray, on his odes",,2.0,,180,127,0.7055555555555556
K008656.000,K008656.000.txt,,,,Free,"Rock, Dr. (Richard), 1708-1774.",,,,,,,,,,,,,,,,,,,,,,male,,,"Rock, Dr. (Richard), 1708-1774.",,,,,,"Rock, Dr. (Richard), 1708-1774.",1.0,1745.0,"A treatise of the venereal disease: plainly discovering and directing both sexes, how they may become their own doctors. Teaching them plainly, and perfectly to know their own condition ... And how to cure themselves ... Also to heal all gleets ...",,43.0,,7640,1538,0.2013089005235602
K008700.000,K008700.000.txt,,,,Free,Bartholomew Ruspini,,,,,,,161580,55276.0,,,"Great Britain, United Kingdom of Great Britain and Ireland",,,Portrait of Bartholomew Ruspini by Leney Wellcome L0008046.jpg,,,"physician, dentist",,,,,male,,,Bartholomew Ruspini,,,,,,"Ruspini, Bartholomew, 1728-1813.",1.0,1768.0,"A treatise on the teeth: Wherein an accurate idea of their structure is given, the cause of their decay pointed out, ... By Barth. Ruspini, ...",,85.0,,11297,1741,0.1541117110737364
K008702.000,K008702.000.txt,,,,Free,"Tolver, A.",,,,,,,,,,,,,,,,,,,,,,male,,,"Tolver, A.",,,,,,"Tolver, A.",1.0,1752.0,"A treatise on the teeth: Wherein the true causes of the several disorders to which they are liable, are considered; and the precautions necessary to their preservation particularly pointed out. ... By A. Tolver, ...",,52.0,,8838,1805,0.2042317266349853
K008736.000,K008736.000.txt,,,,Free,Charles Macklin,,,,,,,152921,17622.0,,,Ireland,,,Charles Macklin by John Opie.jpg,,,"actor, playwright, stage actor",,,,,male,,,"Macklin, Charles, 1697-1797.",,,,,,"Macklin, Charles, 1697?-1797.",1.0,1783.0,"The true-born Irishman: or, Irish fine lady. A comedy of two acts. By Charles Macklin.",,59.0,,12774,2125,0.16635353060904964
K008777.000,K008777.000.txt,,,,Free,Late Member of the Continental Congress.,,,,,,,,,,,,,,,,,,,,,,male,,,Late Member of the Continental Congress.,,,,,,Late Member of the Continental Congress.,1.0,1776.0,"The true merits of a late treatise, printed in America, entitled, Common sense: clearly pointed out. Addressed to the inhabitants of America. By a late member of the Continental Congress, a native of a republican state.",,51.0,,11504,2103,0.18280598052851182
K008784.000,K008784.000.txt,,,,Free,Hannah More,"poetry, essay",,,,Thoughts on the Importance of the Manners of the Great to General Society,,39360,19179.0,1bba70db-d114-4950-bea0-234faf6235bc,,"United Kingdom of Great Britain and Ireland, Great Britain",,,HannahMore.jpg,Blue Stockings Society,,"writer, poet, essayist, philanthropist, abolitionist",Somerset,,,Anglicanism,female,,,Hannah More,,,,,,"More, Hannah, 1745-1833.",1.0,1795.0,The two shoemakers: in five parts.,,59.0,,24414,2986,0.12230687310559515
K008839.000,K008839.000.txt,,,,Free,Edmund Burke,,"liberal conservatism, counter-revolutionary",,,"Reflections on the Revolution in France, A Philosophical Enquiry into the Origin of Our Ideas of the Sublime and Beautiful","Aristotelis, Cicero, Church Fathers, Richard Hooker, Montesquieu, William Blackstone, John Locke, David Hume",,4019.0,,,Kingdom of Ireland,University of Glasgow,,Edmund Burke by James Northcote.JPG,,,"politician, philosopher, writer",,Whigs,"Member of Parliament in the Parliament of Great Britain, Member of the 12th Parliament of Great Britain, Member of the 13th Parliament of Great Britain, Member of the 14th Parliament of Great Britain, Member of the 15th Parliament of Great Britain, Member of the 16th Parliament of Great Britain, Member of the 17th Parliament of Great Britain",Church of Ireland,male,Jane Mary Nugent,,Edmund Burke,,,,,,"Burke, Edmund, 1729-1797.",1.0,1791.0,"Two letters from the Right Honorable Mr. Burke, on the French Revolution: one to the translator of his Reflections on the revolution in France; the other to Captain W-, on the same subject.",,20.0,,2909,930,0.3196974905465796
K008857.001,K008857.001.txt,,,,Free,Samuel Jackson Pratt,,,,,,,151214,22710.0,,,,,,Samuel Jackson Pratt.jpg,,,"novelist, poet, bookseller",,,,,male,Charlotte Melmoth,,Samuel Jackson Pratt,,,,,,"Pratt, Mr. (Samuel Jackson), 1749-1814.",1.0,1779.0,"The tutor of truth: By the author of The pupil of pleasure, ...",,242.0,,26288,4178,0.15893183201460742
K008857.002,K008857.002.txt,,,,Free,Samuel Jackson Pratt,,,,,,,151214,22710.0,,,,,,Samuel Jackson Pratt.jpg,,,"novelist, poet, bookseller",,,,,male,Charlotte Melmoth,,Samuel Jackson Pratt,,,,,,"Pratt, Mr. (Samuel Jackson), 1749-1814.",1.0,1779.0,"The tutor of truth: By the author of The pupil of pleasure, ...",,292.0,,27647,3939,0.1424747712229175
K008928.000,K008928.000.txt,,,,Free,"Theobald, John, d. 1760.",,,,,,,,,,,,,,,,,,,,,,male,,,"Theobald, John, d. 1760.",,,,,,"Theobald, John, d. 1760.",1.0,1764.0,"The young wife's guide, in the management of her children: Containing, every thing necessary to be known relative to the nursing of children, ... By John Theobald, M.D. ...",,53.0,,10208,2006,0.19651253918495298
K008947.000,K008947.000.txt,,,,Free,Hugh Kelly,,,,,,,,15298.0,,,,,,,,,"poet, playwright, editor",,,,,male,,,Hugh Kelly,,,,,,"Kelly, Hugh, 1739-1777.",1.0,1766.0,"Thespis: or, a critical examination into the merits of all the principal performers belonging to Drury Lane Theater",,53.0,,6518,1940,0.29763731205891375
K009299.000,K009299.000.txt,,,,Free,Daniel Defoe,,,,,"Robinson Crusoe, Moll Flanders, A Journal of the Plague Year",,24826,7421.0,,,"Kingdom of England, Great Britain",,English people,Daniel Defoe Kneller Style.jpg,,,"journalist, novelist, prosaist, children's writer, publicist, writer, businessperson, opinion journalist",Bunhill Fields,,,,male,Mary Tuffley,,Daniel Defoe,,,,,,"Defoe, Daniel, 1661?-1731.",1.0,1716.0,The conduct of some people: about pleading guilty. With some reasons why it was not thought proper to show mercy to some who desired it.,,35.0,,7652,1330,0.17381076842655516
K009363.000,K009363.000.txt,,,,Free,David Hume,philosophy,"empiricism, naturalism, philosophical skepticism, Age of Enlightenment",,,"An Enquiry Concerning Human Understanding, An Enquiry Concerning the Principles of Morals, The History of England, A Treatise of Human Nature","George Berkeley, John Locke",32350,14141.0,,,Great Britain,,,Painting of David Hume.jpg,Royal Society of Edinburgh,,"philosopher, economist, librarian, historian, essayist, writer",Old Calton Cemetery,,,agnosticism,male,,,David Hume,,,,,,"Hume, David, 1711-1776.",1.0,1740.0,"An abstract of a book lately published; entitled, A treatise of human nature, &c. Wherein the chief argument of that book is farther illustrated and explained; Treatise of human nature.",,31.0,,6440,1203,0.18680124223602484
K009421.000,K009421.000.txt,,,,Free,Ann Radcliffe,,,,,,,172296,22974.0,441e88b6-b43c-4d7f-8fcc-d25c96ccac76,asthma,"Great Britain, United Kingdom of Great Britain and Ireland",,,Ann Radcliffe.jpg,,,"writer, novelist",St George's Hanover Square Church,,,,female,William Radcliffe,,Ann Radcliffe,,,,,,"Radcliffe, Ann Ward, 1764-1823.",1.0,1789.0,The castles of Athlin and Dunbayne: A Highland story.,,294.0,,44468,5047,0.1134973464064046
K009425.000,K009425.000.txt,,,,Free,David Hartley,,,,,,,141974,12494.0,,,Great Britain,,,"Portrait of D. Hartley, 17thC Wellcome L0002618.jpg",Royal Society,,"psychologist, philosopher, physician",,,,Anglicanism,male,,,David Hartley,,,,,,"Hartley, David, 1705-1757.",1.0,1738.0,"An account of the contribution for making Mrs. Stephens's medicines public; with some reasons for it, and answers to the most remarkable objections made against it",,4.0,,4248,912,0.21468926553672316
K009548.000,K009548.000.txt,,,,Free,Hannah More,"poetry, essay",,,,Thoughts on the Importance of the Manners of the Great to General Society,,39360,19179.0,1bba70db-d114-4950-bea0-234faf6235bc,,"United Kingdom of Great Britain and Ireland, Great Britain",,,HannahMore.jpg,Blue Stockings Society,,"writer, poet, essayist, philanthropist, abolitionist",Somerset,,,Anglicanism,female,,,Hannah More,,,,,,"More, Hannah, 1745-1833.",1.0,1796.0,Black Giles the poacher: with some account of a family who had rather live by their wits than their work. Part I.; Black Giles the poacher.,,15.0,,4154,1192,0.28695233509870005
K009614.000,K009614.000.txt,,,,Free,Daniel Defoe,,,,,"Robinson Crusoe, Moll Flanders, A Journal of the Plague Year",,24826,7421.0,,,"Kingdom of England, Great Britain",,English people,Daniel Defoe Kneller Style.jpg,,,"journalist, novelist, prosaist, children's writer, publicist, writer, businessperson, opinion journalist",Bunhill Fields,,,,male,Mary Tuffley,,Daniel Defoe,,,,,,"Defoe, Daniel, attributed name. 1661?-1731,",1.0,1715.0,Burnet and Bradbury: or the confederacy of the press and the pulpit for the blood of the last ministry.,,34.0,,6318,1356,0.21462488129154797
K009637.000,K009637.000.txt,,,,Free,Henry Carey,,baroque music,,,,,131851,4651.0,,hanging,Great Britain,,,Henry Carey.jpg,,,"poet, composer, writer",,,,,male,,,Henry Carey,,,,,,"Carey, Henry, 1687?-1743.",1.0,1730.0,"Blundrella: [sic]: or, the impertinent. A tale. To which is added The beau monde, or, the pleasures of St. James's. A new ballad. ...",,12.0,,1512,674,0.44576719576719576
K009642.000,K009642.000.txt,,,,Free,Susanna Centlivre,,,,,A Bold Stroke for a Wife,,132330,4994.0,d42ff2fb-df39-42c5-bc22-17b42ad853f9,,Great Britain,,,Susanna Centlivre.jpg,,,"poet, playwright, writer, actor",,,,,female,,,Susanna Centlivre,,,,,,"Centlivre, Susanna, 1667?-1723.",1.0,1709.0,"The busy body: a comedy. As it is acted at the Theater Royal in Drury Lane, by Her Majesty's servants. Written by Mrs. Susanna Centlivre.",,79.0,,23836,3220,0.13508978016445713
K009650.000,K009650.000.txt,,,,Free,Daniel Defoe,,,,,"Robinson Crusoe, Moll Flanders, A Journal of the Plague Year",,24826,7421.0,,,"Kingdom of England, Great Britain",,English people,Daniel Defoe Kneller Style.jpg,,,"journalist, novelist, prosaist, children's writer, publicist, writer, businessperson, opinion journalist",Bunhill Fields,,,,male,Mary Tuffley,,Daniel Defoe,Giovanni Paolo Marana,,,,,"Defoe, Daniel, 1661?-1731.; Marana, Giovanni Paolo, 1642-1693.",2.0,1718.0,"A continuation of Letters written by a Turkish spy at Paris: Giving an impartial account to the divan at Constantinople of the most remarkable transactions of Europe, ... continued from the year 1687, to the year 1693. Written originally in Arabic, translated into Italian, and from thence into English.",,322.0,,82395,7443,0.09033315128345167
K009653.000,K009653.000.txt,,,,Free,John Arbuthnot,,,,,,,17554,610.0,,,Great Britain,,,Arbuthnot John Kneller.jpg,"Royal Society, Royal College of Physicians",,"mathematician, writer, composer, physician","St James's Church, Piccadilly",Tories,,,male,,,John Arbuthnot,,,,,,"Arbuthnot, John, 1667-1735.",1.0,1714.0,A continuation of the history of the Crown-Inn: with characters of some of the late servants; and the proceeding of the trustees to the coming of the new landlord. Part II.; Postscript to John Bull.,,18.0,,3322,1013,0.3049367850692354
K009674.000,K009674.000.txt,,,,Free,Daniel Defoe,,,,,"Robinson Crusoe, Moll Flanders, A Journal of the Plague Year",,24826,7421.0,,,"Kingdom of England, Great Britain",,English people,Daniel Defoe Kneller Style.jpg,,,"journalist, novelist, prosaist, children's writer, publicist, writer, businessperson, opinion journalist",Bunhill Fields,,,,male,Mary Tuffley,,Daniel Defoe,,,,,,"Defoe, Daniel, 1661?-1731.",1.0,1719.0,"A brief state of the question between the printed and painted callicoes: and the woollen and silk manufacture, as far as it relates to the wearing and using of printed and painted callicoes in Great Britain.",,51.0,,7903,1538,0.19460964190813615
K009746.000,K009746.000.txt,,,,Free,James Macpherson,,,,,,,,17728.0,,,"Great Britain, United Kingdom",,Scottish people,James Macpherson by George Romney.jpg,,,"poet, writer, politician",,,"Member of Parliament in the Parliament of Great Britain, Member of the 15th Parliament of Great Britain, Member of the 16th Parliament of Great Britain, Member of the 17th Parliament of Great Britain",,male,,,James Macpherson,,,,,,"Macpherson, James, 1736-1796.",1.0,1762.0,"The battle of Lora: A poem. With some fragments written in the Erse, or Irish language, by Ossian, the son of Fingal. Translated into English verse by Mr. Derrick.",,28.0,,5740,1725,0.30052264808362367
K009952.000,K009952.000.txt,,,,Free,John Home,,,,,,,147866,13646.0,,,Scotland,,,John Home by Sir Henry Raeburn.jpg,,,"playwright, historian, minister, poet",,,,,male,,,John Home,,,,,,"Home, John, 1722-1808.",1.0,1758.0,Agis: a tragedy. As it is acted at the Theater Royal in Drury Lane.,,76.0,,14271,2697,0.18898465419381963
K009959.000,K009959.000.txt,,,,Free,Daniel Defoe,,,,,"Robinson Crusoe, Moll Flanders, A Journal of the Plague Year",,24826,7421.0,,,"Kingdom of England, Great Britain",,English people,Daniel Defoe Kneller Style.jpg,,,"journalist, novelist, prosaist, children's writer, publicist, writer, businessperson, opinion journalist",Bunhill Fields,,,,male,Mary Tuffley,,Daniel Defoe,,,,,,"Defoe, Daniel, 1661?-1731.",1.0,1711.0,"The British visions: or, Isaac Bickerstaff, Sen. Being twelve prophesies for the year 1711. Entered into the hall-book of the Company of Stationers.",,15.0,,4588,1234,0.2689625108979948
